FID,osm_id,amenity,name,operator,ref-FR-GendarmerieNationale,official_name,police-FR,seasonal,emergency,military,office,phone,contact-phone,emergency_phone,fax,contact-fax,email,contact-email,opening_hours,wheelchair,short_name,alt_name,old_name,operator-type,website,contact-website,url,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,addr-full,wikidata,wikipedia,description,source,note,osm_version,osm_timestamp,the_geom,osm_original_geom,osm_type
police_point.5477520111,5477520111,police,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Am Bach,Zermatt,3920,,,,,,,2,2024-12-03T22:34:09Z,POINT (2623818.563693009 1096423.5477943611),,node
police_point.5533540729,5533540729,police,,,,,,,,,,+41 81 257 76 80,,,,,,,,,,,,,https://www.gr.ch/DE/institutionen/verwaltung/djsg/kapo/ueberuns/organisation/regionenpolizei/regionengiadina/Seiten/PolizeipostenStMoritz.aspx,,,,35,Via Grevas,St. Moritz,7500,,,,,,,1,2018-04-06T12:41:05Z,POINT (2784090.64027198 1152009.7721445947),,node
police_point.5793727629,5793727629,police,Gemeindepolizei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018-07-29T11:50:34Z,POINT (2613095.5631985175 1263185.984809596),,node
police_point.5801619156,5801619156,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018-08-01T14:41:42Z,POINT (2638305.0915357936 1244402.0309954428),,node
police_point.5943306284,5943306284,police,Polizeiposten Pfäffikon,Kantonspolizei Zürich,,,,,,,,+41 44 953 33 53,,,,,,,,yes,,,,,,,,,55,Hörnlistrasse,Pfäffikon ZH,8330,,,,,,,4,2023-01-19T23:53:18Z,POINT (2701957.4906262932 1247317.07704801),,node
police_point.6013623284,6013623284,police,Polizeiposten Stadtpolizei Affoltern am Albis,Stadt Affoltern am Albis,,,,,,,,+41 44 762 56 76,,,,,stadtpolizei@stadtaffoltern.ch,,,,,KomPol Affoltern am Albis,,,https://www.stadtaffoltern.ch/aemter/13133,,,,7,Obere Bahnhofstrasse,Affoltern am Albis,8910,,,,,,,3,2024-07-31T13:18:04Z,POINT (2676555.202923106 1236710.4028457152),,node
police_point.6026832039,6026832039,police,Kantonspolizei St. Gallen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2021-10-18T09:40:44Z,POINT (2704910.4354637284 1231733.9869632667),,node
police_point.6086600168,6086600168,police,Centre de gendarmerie mobile de Bursins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018-11-23T22:17:22Z,POINT (2512241.3125038696 1144301.8459390104),,node
police_point.6257536301,6257536301,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polizia Torre di Redde,,,4,2023-03-24T08:43:08Z,POINT (2717426.867763959 1099398.1344839684),,node
police_point.6269770573,6269770573,police,Polizia chantunala dal Grischun,Polizia chantunala,,,,,,,,,,,,,,,"Mo-Fr 07:30-12:00,14:00-18:00; PH closed",limited,,,,,,,,,,,,,,,,,,,3,2022-10-08T11:32:24Z,POINT (2818098.2335407618 1186679.1616536293),,node
police_point.6287627978,6287627978,police,Polizeiposten Stadtpolizei Kloten,Stadt Kloten,,,,,,,,+41 44 815 14 51,,,,,,,,,,KomPol Kloten,,,,,,,31,Lindenstrasse,Kloten,8302,,,,,,,6,2025-03-17T08:06:40Z,POINT (2686540.864013695 1256124.6717766216),,node
police_point.6287627979,6287627979,police,Polizeiposten Kloten,Kantonspolizei Zürich,,,,,,,,+41 58 648 62 40,,,,,,,,,,,,,,,,,31,Lindenstrasse,Kloten,8302,,,,,,,6,2025-03-17T08:06:40Z,POINT (2686539.979631827 1256119.6438743474),,node
police_point.6324181692,6324181692,police,,,,,,,,,,+41 26 305 87 50,,,,,,,,,,,,,,,,,5,Route Mon-Repos,Fribourg,1700,,,,Police de proximité,,,3,2024-03-19T14:32:24Z,POINT (2579746.371793985 1184203.2596315981),,node
police_point.6341499590,6341499590,police,Gendarmerie Fribourgeoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019-03-16T15:26:58Z,POINT (2556102.510241255 1161369.3178654423),,node
police_point.6351906285,6351906285,police,Poste de police municipale de Plan-les-Ouates,,,,,,,,,+41 22 884 64 50,,,,,police-municipale@plan-les-ouates.ch,,"Mo-Tu 14:00-17:00, We 9:00-12:00, Th 14:00-17:00",yes,,,,,https://www.plan-les-ouates.ch/pages/vivre-a-plan-les-ouates/police-municipale,,,,1,Chemin des Vuattes,Plan-les-Ouates,1228,,,,,,,4,2023-01-03T16:11:07Z,POINT (2498296.4721452864 1113938.366757033),,node
police_point.6379637731,6379637731,police,Polizeiposten Rickenbach,Kantonspolizei Thurgau,,,,,,,,+41 58 345 23 70,,,,,,,"Mo-Fr 09:00-11:30, 14:00-16:30; PH off",,,,,,https://kapo.tg.ch/ueber-uns/aussendienst/polizeiposten-rickenbach.html/2190,,,,,,,,,,,,,,1,2019-04-02T21:21:03Z,POINT (2721170.3094141576 1257022.216901656),,node
police_point.6379637733,6379637733,police,Polizeiposten Altnau Langrickenbach,Kantonspolizei Thurgau,,,,,,,,+41 58 345 22 60,,,,,,,,,,,,,https://kapo.tg.ch/ueber-uns/aussendienst/polizeiposten-altnau.html/2145,,,,,,,,,,,,,,2,2022-01-11T06:58:46Z,POINT (2735940.0954784537 1273088.3604939927),,node
police_point.6431161685,6431161685,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019-04-26T15:57:28Z,POINT (2730791.935866453 1122301.888634121),,node
police_point.6433232986,6433232986,police,Gemeindepolizei Arosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2021-12-09T20:13:19Z,POINT (2770776.45029297 1183139.337495228),,node
police_point.6502085985,6502085985,police,Polizeiposten Ebikon,Luzerner Polizei,,,,,,,,+41 41 289 26 60,,,,,,,,,,LUPOL,,,,,,,13,Dorfstrasse,Ebikon,6030,,,,,,,9,2024-03-29T18:12:52Z,POINT (2668434.315709554 1214941.9918929501),,node
police_point.6519218875,6519218875,police,Gendarmerie,,,,,,,,,+41 21 557 90 21,,,,,,,,,,,,,http://www.police.vd.ch/,,,,,,,,,,,,,,2,2019-06-18T12:40:13Z,POINT (2527876.449613709 1151557.5320729294),,node
police_point.6617550727,6617550727,police,Poste de police municipale de Carouge,,,,,,,,,+41 22 307 89 90,,,,,,,"Mo-Fr 08:00-12:00,14:00-17:00",,,,,,https://www.carouge.ch/mairie/services-communaux/police-municipale,,,,5b,Route de Saint-Julien,Carouge GE,1227,,,,,,,5,2026-04-27T22:29:08Z,POINT (2499395.9822157305 1114885.990539882),,node
police_point.6635012849,6635012849,police,Polizia Cantonale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019-07-21T11:14:04Z,POINT (2715854.255157983 1093723.3623661727),,node
police_point.6651575501,6651575501,police,Polizeiposten Muotathal,Kantonspolizei Schwyz,,,,,,,,+41 41 830 11 17,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-15T12:26:05Z,POINT (2700323.504754068 1203460.383291576),,node
police_point.6689652732,6689652732,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019-08-06T20:06:10Z,POINT (2710118.301933843 1115348.4858475723),,node
police_point.6742441131,6742441131,police,Police cantonale fribourgeoise,,,,,,,,,,,,,,,,"Mo-Fr 07:30-12:00, 13:30-18:30; Sa 08:00-12:00",,,,,,,,,,,,,,,,,,,,2,2023-12-04T17:41:45Z,POINT (2577988.2078296817 1183646.8630782429),,node
police_point.6778425555,6778425555,police,Zoll Douane Dogana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-07-02T11:36:29Z,POINT (2754671.3386682565 1226231.4758447565),,node
police_point.6867847263,6867847263,police,Kantonspolizei Graubünden,Kantonspolizei Graubünden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2024-09-05T11:15:41Z,POINT (2761079.4484881926 1203928.6999815507),,node
police_point.6878553597,6878553597,police,Polizeidienststelle Baar,Zuger Polizei,,,,,,,,+41 41 723 65 40,,,,,,,"Mo 08:00-11:45,13:30-18:00; Tu-Fr 08:00-11:45,13:30-17:00",yes,,,,,,,,,11,Leihgasse,Baar,6340,,,,,,,6,2024-09-09T14:42:24Z,POINT (2682555.449013427 1227619.1245328223),,node
police_point.6887071317,6887071317,police,Police Cantonale de Genève,Police Cantonale de Genève,,,,,,,,+41 22 427 68 75,,,,,,,Tu-Th 08:30-01:00; Sa 12:00-01:00; Su 14:00-01:00,yes,,,,,,,,,5,Place de Cornavin,Genève,1201,,,,,,,5,2024-01-10T23:30:22Z,POINT (2499915.879592587 1118435.5388978564),,node
police_point.6899716664,6899716664,police,Posto di Polizia di Bellinzona,Polizia Cantonale,,,,,,,,+41 848 255 555,,,,,gendarmeria.bellinzona@polca.ti.ch,,,,,,,,,,,,17,Viale Stefano Franscini,Bellinzona,6500,,,,,,,4,2025-11-09T15:56:19Z,POINT (2721910.9640870066 1116680.7749737536),,node
police_point.6899961548,6899961548,police,Polizia Cantonale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019-10-20T11:10:47Z,POINT (2719957.050255975 1113909.4466728254),,node
police_point.6997113213,6997113213,police,Polizia lacuale Verbano,,,,,,,,,+41 91 815 81 01,,,,,,,,,,,,,,,,,136,Via Cantonale,Magadino,6573,,,,,,,3,2026-03-18T04:12:08Z,POINT (2709542.619686916 1111785.6025496756),,node
police_point.7008903567,7008903567,police,Polizeidienststelle Menzingen / Neuheim,Zuger Polizei,,,,,,,,+41 41 723 66 85,,,,,,,Mo 16:00-18:00; We 15:30-17:00; Fr 09:45-11:45,,,,,,https://www.zg.ch/behoerden/sicherheitsdirektion/zuger-polizei/polizeidienststellen/polizeidienststelle-menzingen-neuheim,,,,2a,Alte Landstrasse,Menzingen,6313,,,,,,,3,2021-04-27T16:57:51Z,POINT (2687230.250200823 1225863.4030047464),,node
police_point.7091503844,7091503844,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025-10-17T15:02:45Z,POINT (2740867.2490161466 1188194.4449599765),,node
police_point.7114535421,7114535421,police,Polizeiposten Oberstammheim,Kantonspolizei Zürich,,,,,,,,+41 52 744 10 30,,,,,,,,,,,,,,,,,39,Hauptstrasse,Oberstammheim,8477,,,,,,,4,2023-06-20T08:44:18Z,POINT (2702242.5707976017 1276649.9065793806),,node
police_point.7123265865,7123265865,police,Kantonspolizei,,,,,,,,,,,,,,,,"Mo-Fr 08:00-12:00,14:00-17:00; Sa-Su off",,,,,,,,,,,,,,,,,,,,3,2022-03-01T19:04:53Z,POINT (2626527.6506876424 1229366.7522607415),,node
police_point.7249331937,7249331937,police,Police Nyon Région,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2020-02-28T12:47:53Z,POINT (2508516.436279222 1138772.6614801516),,node
police_point.7342847145,7342847145,police,Regionalpolizei Muri Aussenstelle Sins,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,4,2025-11-12T06:06:24Z,POINT (2672556.895818843 1226830.231438733),,node
police_point.7363578253,7363578253,police,,,,,,,,,,+41 31 638 84 90,,,,,,,"Mo,Th 08:00-12:00,14:00-17:00",,,,,,,,,,4,Oberdorfstrasse,Huttwil,4950,,,,,,,1,2020-04-03T15:44:52Z,POINT (2631232.1744760177 1218096.0133552572),,node
police_point.7477816859,7477816859,police,Polizeistation Klettgau,Schaffhauser Polizei,,,,,,,,,,,,,,,,,,,,,http://www.shpol.ch/Regionalpolizei.10163.0.html,,,,8,Zelgstrasse,Beringen,8222,,,,,,,2,2020-05-31T13:50:28Z,POINT (2685230.830860378 1283471.96324268),,node
police_point.7517370382,7517370382,police,,,,,,,,,,,,,,,,,Mo-Fr 08:00-12:00,,,,,,,,,,22,Bahnhofstrasse,Egerkingen,4622,,,,,,,1,2020-05-14T09:14:54Z,POINT (2626973.2601422877 1240997.6436207283),,node
police_point.7574539560,7574539560,police,Polizeiposten Eschenbach,Luzerner Polizei,,,,,,,,+41 41 289 25 30,,,,,,,,,,LUPOL,,,,,,,1,Seetalstrasse,Eschenbach LU,6274,,,,,,,9,2023-01-14T22:10:17Z,POINT (2666838.0080554015 1220581.354844725),,node
police_point.7596645396,7596645396,police,Polizeiposten Dielsdorf,Kantonspolizei Zürich,,,,,,,,+41 44 854 80 20,,,,,,,"Mo-Fr 08:00-12:00,13:00-17:00",,,,,,,,,,1,Honeywell-Platz,Dielsdorf,8157,,,,,,,4,2022-02-17T03:13:13Z,POINT (2677426.512278018 1259599.8239750436),,node
police_point.7772576681,7772576681,police,,,,,,,,,,+41 27 6066940,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2020-07-31T15:50:40Z,POINT (2615939.9525401383 1128928.4346654606),,node
police_point.7781165308,7781165308,police,Polizeiposten Bischofszell,Kantonspolizei Thurgau,,,,,,,,+41 58 345 23 00,,,,,,,"Mo-Fr 09:00-11:30, 14:00-16:30; PH off",,,,,,https://kapo.tg.ch/ueber-uns/aussendienst/polizeiposten-bischofszell.html/2159,,,,5b,Poststrasse,Bischofszell,9220,,,,,,,2,2024-03-24T14:41:20Z,POINT (2735746.689662803 1261634.5204254782),,node
police_point.7798090763,7798090763,police,Polizeiposten Gemeindepolizei Zumikon,Stadt Zumikon,,,,,,,,+41 44 918 78 18,,,,,,,,,,KomPol Zumikon,,,,,,,1,Dorfplatz,Zumikon,8126,,,,,,,3,2022-07-07T10:54:23Z,POINT (2689601.9790168614 1243075.35131141),,node
police_point.7981613098,7981613098,police,Police intercommunale,,,,,,,,,,,,,,,,Mo-Fr 08:00-11:30; 13:45-17:00,,,,,,,,,,1f,Route du Petit-Moncor,Villars-sur-Glâne,1752,,,,,,,2,2024-01-29T12:17:27Z,POINT (2575655.9960118644 1183094.0523256818),,node
police_point.7997118519,7997118519,police,Polizeiposten Dübendorf,Kantonspolizei Zürich,,,,,,,,+41 44 802 90 50,,,,,,,,,,,,,,,,,4,Auenstrasse,Dübendorf,8600,,,,,,,4,2025-04-18T11:10:44Z,POINT (2687674.487893482 1250031.9203706044),,node
police_point.8264333251,8264333251,police,Poste du Landeron,Police Neuchâteloise,,,,,,,,+41 32 889 62 32,,,,,,,,,,,,,,,,,12,Rue de la Gare,Le Landeron,2525,,,,,,,2,2023-12-27T12:14:33Z,POINT (2571746.4054167564 1211784.7817181922),,node
police_point.8458960971,8458960971,police,Police,,,,,,,,,,,,,,,,,,,,,,,,,,,Passage de la Bonne-Fontaine,La Chaux-de-Fonds,2300,,,,,,,3,2023-12-27T12:14:33Z,POINT (2552194.292612904 1215321.4132702847),,node
police_point.8473090322,8473090322,police,Poste de Gendarmerie du Mont-sur-Lausanne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2021-02-28T19:42:41Z,POINT (2538340.3063170593 1156385.1363731313),,node
police_point.8510278477,8510278477,police,Polizeiposten Uster Bahnhof,Kantonspolizei Zürich,,,,,,,,+41 44 943 61 00; +41586486555,,,,,,,Mo-Fr 09:00-18:00,,,Kapo,,,,,,,6,Bankstrasse,Uster,8610,,,,,,,5,2025-05-24T13:03:21Z,POINT (2696598.2983709075 1245256.4897549844),,node
police_point.8510284090,8510284090,police,Polizeiposten Gemeindepolizei Rüti,Stadt Rüti,,,,,,,,+41 55 250 70 30,,,+41 55 250 70 31,,polizei@rueti.ch,,,,,KomPol Rüti,,,https://www.rueti.ch/topics/politik-verwaltung/verwaltung/abteilungen/polizei-ruti,,,,2,Spitalstrasse,Rüti (ZH),8630,,,,,bing,,4,2022-07-07T10:55:04Z,POINT (2706681.0726424498 1235231.7717451802),,node
police_point.8510284092,8510284092,police,Polizeiposten Rüti,Kantonspolizei Zürich,,,,,,,,+41 55 251 53 80,,,,,,,,,,Kapo,,,,,,,2,Spitalstrasse,Rüti (ZH),8630,,,,,,,3,2022-02-18T03:00:25Z,POINT (2706674.6970089823 1235233.1249877354),,node
police_point.8510286119,8510286119,police,Polizeiposten Wald,Kantonspolizei Zürich,,,,,,,,+41 55 256 70 80,,,,,,,,,,Kapo,,,,,,,31,Bachtelstrasse,Wald ZH,8636,,,,,,,5,2025-08-30T10:33:11Z,POINT (2711542.442329581 1237230.9960792845),,node
police_point.8510318873,8510318873,police,Polizeiposten Horgen,Kantonspolizei Zürich,,,,,,,,+41 44 727 37 77,,,,,,,,,,,,,,,,,3,Burghaldenstrasse,Horgen,8810,,,,,,,2,2022-02-18T00:32:52Z,POINT (2687810.0293871034 1234791.4645781692),,node
police_point.8510383531,8510383531,police,Polizeiposten Gemeindepolizei Küsnacht,Gemeinde Küsnacht,,,,,,,,+41 44 914 21 60,,,,,polizei@kuesnacht.ch,,,,,KomPol Küsnacht,,,,,,,135,Alte Landstrasse,Küsnacht ZH,8700,,,,,,,5,2025-08-24T20:52:40Z,POINT (2686648.9539691014 1241553.0674753531),,node
police_point.8510398587,8510398587,police,Polizeiposten Dietikon,Kantonspolizei Zürich,,,,,,,,+41 44 744 66 00,,,,,,,,,,,,,,,,,10,Bahnhofplatz,Dietikon,8953,,,,,,,6,2026-04-05T15:11:01Z,POINT (2672832.4875303525 1251113.7549426204),,node
police_point.8510407155,8510407155,police,Polizeiposten Regensdorf,Kantonspolizei Zürich,,,,,,,,+41 44 842 34 34,,,,,,,,,,Kapo,,,,,,,1,Untere Mühlestrasse,Regensdorf,8105,,,,,,,3,2025-04-21T08:47:52Z,POINT (2677381.6697748955 1253807.461764974),,node
police_point.8510424778,8510424778,police,Polizeiposten Neftenbach,Kantonspolizei Zürich,,,,,,,,+41 52 305 01 01,,,,,,,,,,Kapo,,,,,,,1,Schulstrasse,Neftenbach,8413,,,,,,,2,2022-02-18T01:32:49Z,POINT (2692592.255752465 1264757.2069140363),,node
police_point.8510529783,8510529783,police,Polizeiposten Turbenthal,Kantonspolizei Zürich,,,,,,,,+41 52 397 28 00,,,,,,,,,,Kapo,,,,,,,64,Tösstalstrasse,Turbenthal,8488,,,,,,,2,2022-02-18T04:05:24Z,POINT (2706160.472203358 1255003.4506716216),,node
police_point.8510529835,8510529835,police,Polizeiposten Bülach,Kantonspolizei Zürich,,,,,,,,+41 44 864 85 00,,,,,,,,,,,,,,,,,9,Gartematt,Bülach,8180,,,,,,,5,2026-03-24T10:43:18Z,POINT (2683127.02345318 1263755.1625070018),,node
police_point.8519976780,8519976780,police,Polizeiposten Gemeindepolizei Oberrieden,Stadt Oberrieden,,,,,,,,+41 44 722 71 00,,,,,,,,,,KomPol Oberreieden,,,,,,,32,Alte Landstrasse,Oberrieden,8942,,,,,,,4,2022-07-07T10:56:37Z,POINT (2686035.9235910955 1236943.3940128556),,node
police_point.8520267281,8520267281,police,Stadtpolizei Schaffhausen,Stadt Schaffhausen,,,,,,,,,,,,,,,,,,,,,,,,,1,Beckenstube 1,Schaffhausen,8200,,,,,,,1,2021-03-15T09:53:32Z,POINT (2689831.3858719287 1283398.4464658317),,node
police_point.8520354495,8520354495,police,Polizeiposten Unteriberg,Kantonspolizei Schwyz,,,,,,,,+41 55 414 11 41,,,,,,,,,,,,,,,,,42,Oberibergerstrasse,Unteriberg,8842,,,,,,,1,2021-03-15T10:16:06Z,POINT (2703341.4418299706 1212836.0574012585),,node
police_point.8520369956,8520369956,police,Polizeiposten Goldau,Kantonspolizei Schwyz,,,,,,,,+41 41 819 53 15,,,,,,,"Mo,Fr 08:00-11:30; Tu,Sa-Su off; We-Th 14:00-17:00",,,,,,,,,,19,Bahnhofstrasse,Goldau,6410,,,,,,,3,2025-01-02T14:45:52Z,POINT (2684109.0455053723 1211528.6988914532),,node
police_point.8520382283,8520382283,police,Polizeiposten Siebnen,Kantonspolizei Schwyz,,,,,,,,+41 41 819 59 10,,,,,,,,,,,,,,,,,6,Stachelhofstrasse,Siebnen,8854,,,,,,,2,2026-01-04T20:10:10Z,POINT (2711739.0285499664 1225931.4850984178),,node
police_point.8528957311,8528957311,police,Kantonspolizei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-18T22:14:59Z,POINT (2610964.3505419036 1214879.3691682972),,node
police_point.8585201103,8585201103,police,Police Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,Route de Nendaz,Haute-Nendaz,1997,,,,,,,2,2023-08-26T11:15:37Z,POINT (2588997.651321306 1114724.9267187957),,node
police_point.8599713917,8599713917,police,Sicherheitskontrolle (Dock B/D),,,,,,,,,,,,,,,,,yes,Siko,Sicherheitskontrolle Transfer D,,,,,,,,,,,,,,,,,4,2025-08-23T10:21:47Z,POINT (2684564.68341846 1256183.6785471935),,node
police_point.8621205825,8621205825,police,Zoll (öffentlicher Bereich),,,,,,,,,+41 58 480 64 00,,,,,zentrale.zuerich-flughafen-zi@ezv.admin.ch,,06:00-23:30,yes,EZV,Eidgenössische Zollverwaltung,,,https://www.ezv.admin.ch/,,,,,,,,,,,,,,2,2022-12-19T14:55:04Z,POINT (2684684.7030238463 1256364.7210440538),,node
police_point.8621214647,8621214647,police,Zoll (Passagierbereich),,,,,,,,,+41 58 480 64 00,,,,,zentrale.zuerich-flughafen-zi@ezv.admin.ch,,06:00-23:30,yes,,Zollbüro Ausreise,,,https://www.ezv.admin.ch/,,,,,,,,,,,,,,2,2021-04-23T12:41:46Z,POINT (2684674.0011639223 1256369.949789402),,node
police_point.8635545327,8635545327,police,Staff Sicherheitskontrollen (Ausreise 1),,,,,,,,,,,,,,,,24/7,yes,Siko,Staff Siko Ausreise 1,,,,,,,,,,,,,,,,,7,2025-08-23T10:32:25Z,POINT (2684687.599758112 1256369.9553651744),,node
police_point.8635553317,8635553317,police,Sicherheitskontrolle (Swiss First Lounge A),,,,,,,,,,,,,,,,,yes,Siko,,,,,,,,,,,,,,,,,,5,2025-08-23T10:28:35Z,POINT (2684673.7213623435 1256372.6367339205),,node
police_point.8635593760,8635593760,police,Staff SIKO (Zollhalle 2),,,,,,,,,,,,,,,,Mo-Su 04:00-23:00,yes,SIKO,Stafff SIKO (Grüezi Z),,,,,,,,,,,,,,,,,4,2025-04-24T07:01:13Z,POINT (2684644.771336978 1256290.0596673111),,node
police_point.8659006318,8659006318,police,Sicherheitskontrollgebäude (Linien 01-07),,,,,,,,,,,,,,,,,yes,Siko,SKG (Linien 01-07),,,,,,,,,,,,,,,,,3,2026-01-05T12:16:44Z,POINT (2684683.008756615 1256316.5710776043),,node
police_point.8659006939,8659006939,police,Sicherheitskontrollgebäude (Linien 22-27),,,,,,,,,,,,,,,,,yes,Siko,SKG (Linien 22-27),,,,,,,,,,,,,,,,,3,2025-08-23T10:24:24Z,POINT (2684668.110674574 1256318.2927002737),,node
police_point.8659008053,8659008053,police,Sicherheitskontrollgebäude (Linien 11-17),,,,,,,,,,,,,,,,,yes,Siko,SKG (Linien 11-17),,,,,,,,,,,,,,,,,3,2026-01-05T12:16:44Z,POINT (2684670.7644164176 1256312.048087405),,node
police_point.8659010423,8659010423,police,Sicherheitskontrollgebäude (Linien 31-37),,,,,,,,,,,,,,,,,yes,Siko,SKG (Linien 31-37),,,,,,,,,,,,,,,,,2,2025-08-23T10:23:37Z,POINT (2684666.3365862058 1256316.29914294),,node
police_point.8691065244,8691065244,police,,Kantonspolizei Bern,,,,,,,,,,,,,,,,,,,,,,,,,37,Bielstrasse,Lyss,3250,,,,,,,1,2021-05-02T16:37:55Z,POINT (2589719.105660459 1214046.195825213),,node
police_point.8773368941,8773368941,police,Police municipale,Ville de Porrentruy,,,,,,,,,,,,,,,,yes,,,,,,,,,2,Rue Achille-Merguin,Porrentruy,2900,,,,,,,3,2023-11-13T18:43:09Z,POINT (2572406.397323112 1251732.9230368682),,node
police_point.8827714295,8827714295,police,Fachdienst Verkehr,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,2,2023-11-15T14:40:11Z,POINT (2723431.282524773 1211569.647950716),,node
police_point.8842548914,8842548914,police,Stadtpolizei,,,,,,,,,,,,,,,,,,,,,,,,,,6,Simplonstrasse,,,,,,,,,1,2021-06-17T17:37:02Z,POINT (2596226.071670108 1226808.379661052),,node
police_point.8852556922,8852556922,police,Polizia Ceresio Sud,Polizia comunale Paradiso,,,,,,,,,,,,,,,,,,,,,,,,,17,Via delle Scuole,Paradiso,6900,,,,,,,6,2025-09-10T05:01:27Z,POINT (2716691.2931562634 1094323.055396714),,node
police_point.8868462558,8868462558,police,Poste de police de Cheyres,,,,,,,,,,,,,,,,,,,,,,,,,,4,Chemin de l'Ecole,Cheyres,1468,,,,,,,3,2024-11-01T20:13:56Z,POINT (2550234.0934199966 1185052.7009881553),,node
police_point.8988094652,8988094652,police,Polizeistützpunkt Biäsche,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,2,2023-11-15T14:47:27Z,POINT (2725623.8583182115 1221047.1062558258),,node
police_point.9136242325,9136242325,police,Polizeiposten Triengen,Luzerner Polizei,,,,,,,,+41 41 289 27 70,,,,,,,,,,Lupol,,,,,,,6,Kirchgasse,Triengen,6234,,,,,,,2,2022-02-17T00:43:28Z,POINT (2648384.3164015817 1231720.2109601563),,node
police_point.9137000526,9137000526,police,Polizeiposten Flughafen,Kantonspolizei Zürich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2022-03-11T13:54:41Z,POINT (2684793.8083338425 1256311.6305759093),,node
police_point.9177131107,9177131107,police,Polizeiposten St. Margrethen,,,,,,,,,,,,,,,,,,,,,,,,,,12,Bahnhofplatz,St. Margrethen SG,9430,,,,,,,2,2022-12-04T19:20:48Z,POINT (2765855.232534558 1258102.1435549401),,node
police_point.9177131108,9177131108,police,Polizeistation Altstätten,,,,,,,,,,,,,,,,"Mo-Fr 08:00-11:30,14:00-17:00; Sa,Su,PH off",,,,,,,,,,4,Rabengasse,Altstätten SG,9450,,,,,,,4,2026-03-31T20:41:09Z,POINT (2758582.4030724894 1249600.529242991),,node
police_point.9178753306,9178753306,police,Polizeistation Rorschach,,,,,,,,,,,,,,,,,,,,,,,,,,26,Hauptstrasse,Rorschach,9400,,,,,,,1,2021-10-17T20:28:46Z,POINT (2755035.2241495512 1260610.3741420626),,node
police_point.9178753307,9178753307,police,Polizeistation Wittenbach,,,,,,,,,,,,,,,,,,,,,,,,,,19,Arbonerstrasse,Wittenbach,9300,,,,,,,2,2022-10-02T16:01:42Z,POINT (2747434.886841172 1258685.8354834998),,node
police_point.9178814304,9178814304,police,Polizeistation Flawil,,,,,,,,,,,,,,,,,,,,,,,,,,15,Unterdorfstrasse,Flawil,9230,,,,,,,2,2026-01-08T09:57:55Z,POINT (2732060.389275648 1252914.8616323504),,node
police_point.9212028946,9212028946,police,Police Lausanne,,,,,,,,,+41 21 315 37 70,,,,,,,,,,,,,,,,,4,Rue de Genève,,1003,,,,,,,2,2022-03-16T22:34:00Z,POINT (2537930.063359242 1152569.509932816),,node
police_point.9433086355,9433086355,police,Notpassbüro,Kantonspolizei Zürich,,,,,,,government,+41 44 655 57 65,,,,,,,Mo-Su 05:30-21:30,yes,,,,,,,,,,,,,,,,,,,3,2022-09-21T07:53:55Z,POINT (2684660.6993007925 1256254.3155694148),,node
police_point.9443509771,9443509771,police,Polizeiposten Schwerverkehrszentrum Erstfeld,Kantonspolizei Uri,,,,,,,,+41 41 880 00 71,,,,,,,,,,Kapo Uri,,,,,,,2,Ripshausen,Erstfeld,6472,,,,,,,4,2022-02-16T02:46:19Z,POINT (2691176.423843836 1188268.79912226),,node
